,capacity,capacity,capacity,capacity,capacity,occupancy,occupancy,occupancy,occupancy,occupancy,vacancy,vacancy,vacancy,vacancy,vacancy
sector,Co-ed,Families,Men,Women,Youth,Co-ed,Families,Men,Women,Youth,Co-ed,Families,Men,Women,Youth
Date,,,,,,,,,,,,,,,
2018-11-04,706,3248,1830,739,528,668,2892,1797,727,521,38,356,33,12,7
2018-11-05,706,3248,1830,739,528,598,2877,1799,727,524,108,371,31,12,4
2018-11-06,706,3248,1830,739,528,598,2886,1791,727,518,108,362,39,12,10
2018-11-07,706,3248,1830,739,528,605,2886,1800,728,522,101,362,30,11,6
2018-11-08,706,3272,1830,739,528,603,2918,1800,725,525,103,354,30,14,3
2018-11-09,706,3296,1826,739,528,604,2925,1803,728,525,102,371,23,11,3
2018-11-10,706,3300,1826,739,528,688,2919,1799,729,522,18,381,27,10,6
2018-11-11,706,3312,1826,739,528,689,2925,1795,727,521,17,387,31,12,7
2018-11-12,706,3324,1826,739,528,606,2940,1794,730,516,100,384,32,9,12
2018-11-13,706,3324,1826,739,528,605,2941,1799,727,518,101,383,27,12,10
2018-11-14,706,3324,1826,739,528,604,2946,1802,730,523,102,378,24,9,5
2018-11-15,706,3352,1826,739,528,603,2917,1787,724,518,103,435,39,15,10
2018-11-16,706,3296,1821,739,528,597,2935,1775,725,522,109,361,46,14,6
2018-11-17,706,3296,1821,739,528,677,2953,1752,721,520,29,343,69,18,8
2018-11-18,706,3296,1821,739,528,677,2953,1758,722,523,29,343,63,17,5
2018-11-19,706,3296,1821,739,528,600,2963,1769,724,524,106,333,52,15,4
2018-11-20,706,3296,1821,739,528,603,2951,1768,730,522,103,345,53,9,6
2018-11-21,706,3296,1806,739,528,601,2959,1783,730,521,105,337,23,9,7
2018-11-22,706,3296,1806,739,528,597,2964,1790,730,519,109,332,16,9,9
2018-11-23,706,3296,1806,739,528,599,2964,1786,732,520,107,332,20,7,8
2018-11-24,706,3296,1806,739,528,674,2981,1760,731,523,32,315,46,8,5
2018-11-25,706,3296,1806,739,528,676,2986,1763,732,522,30,310,43,7,6
2018-11-26,706,3296,1805,739,528,606,3005,1773,734,524,100,291,32,5,4
2018-11-27,706,3296,1805,739,528,605,3009,1795,728,521,101,287,10,11,7
2018-11-28,706,3296,1805,739,528,605,3010,1792,727,519,101,286,13,12,9
2018-11-29,706,3296,1805,739,528,599,3016,1778,728,520,107,280,27,11,8
2018-11-30,706,3296,1802,739,528,600,3022,1763,727,523,106,274,39,12,5
2018-12-01,706,3316,1802,739,528,672,2997,1741,723,521,34,319,61,16,7
2018-12-02,706,3336,1802,739,528,670,2996,1745,727,517,36,340,57,12,11
2018-12-03,706,3356,1802,739,528,604,2976,1756,726,517,102,380,46,13,11
2018-12-04,706,3356,1802,739,528,603,2986,1769,731,511,103,370,33,8,17
2018-12-05,706,3376,1802,739,528,604,2981,1776,725,512,102,395,26,14,16
2018-12-06,706,3376,1802,739,528,605,2979,1785,724,521,101,397,17,15,7
2018-12-07,706,3376,1802,739,528,604,2968,1775,730,521,102,408,27,9,7
2018-12-08,706,3376,1802,739,528,680,2978,1758,727,519,26,398,44,12,9
2018-12-09,706,3376,1802,739,528,677,3005,1766,724,520,29,371,36,15,8
2018-12-10,706,3381,1802,739,528,604,2978,1785,723,519,102,403,17,16,9
2018-12-11,706,3381,1802,739,528,605,3012,1782,723,520,101,369,20,16,8
2018-12-12,706,3381,1802,739,528,608,3026,1778,724,521,98,355,24,15,7
2018-12-13,706,3381,1801,739,528,607,3035,1769,728,521,99,346,32,11,7
2018-12-14,706,3381,1801,739,528,609,3044,1768,729,518,97,337,33,10,10
2018-12-15,706,3405,1801,749,528,687,3046,1744,727,524,19,359,57,22,4
2018-12-16,706,3429,1811,749,528,687,3045,1744,727,523,19,384,67,22,5
2018-12-17,706,3429,1816,754,528,606,3046,1754,727,521,100,383,62,27,7
2018-12-18,706,3429,1815,754,528,607,3067,1745,726,519,99,362,70,28,9
2018-12-19,706,3429,1815,754,528,613,3095,1752,729,522,93,334,63,25,6
2018-12-20,706,3429,1815,754,528,611,3103,1756,728,520,95,326,59,26,8
2018-12-21,706,3429,1828,756,528,607,3116,1755,743,516,99,313,73,13,12
2018-12-22,706,3429,1828,756,528,660,3118,1734,745,513,46,311,94,11,15
2018-12-23,706,3429,1828,756,528,648,3092,1754,741,517,58,337,74,15,11
2018-12-24,706,3429,1828,756,528,598,3084,1755,741,515,108,345,73,15,13
2018-12-25,706,3429,1828,756,528,602,3101,1754,747,519,104,328,74,9,9
2018-12-26,706,3429,1828,756,528,607,3105,1760,747,517,99,324,68,9,11
2018-12-27,706,3429,1828,756,528,601,3089,1765,745,518,105,340,63,11,10
2018-12-28,706,3429,1828,756,528,603,3097,1762,745,521,103,332,66,11,7
2018-12-29,706,3429,1828,756,528,674,3099,1770,745,523,32,330,58,11,5
2018-12-30,706,3429,1828,756,528,672,3096,1749,746,515,34,333,79,10,13
2018-12-31,706,3429,1828,756,528,609,3100,1759,749,521,97,329,69,7,7
2019-01-01,706,3429,1828,756,528,607,3098,1770,745,520,99,331,58,11,8
2019-01-02,706,3429,1828,756,528,601,3090,1769,753,519,105,339,59,3,9
2019-01-03,706,3429,1828,756,528,600,3076,1772,743,516,106,353,56,13,12
2019-01-04,706,3429,1828,756,528,606,3074,1762,744,519,100,355,66,12,9
2019-01-05,706,3429,1828,756,528,681,3072,1746,746,518,25,357,82,10,10
2019-01-06,706,3429,1828,756,528,676,3087,1760,746,518,30,342,68,10,10
2019-01-07,706,3429,1828,756,528,604,3083,1784,745,507,102,346,44,11,21
2019-01-08,706,3429,1828,756,528,604,3079,1780,742,506,102,350,48,14,22
2019-01-09,706,3429,1828,756,528,602,3100,1786,745,517,104,329,42,11,11
2019-01-10,706,3429,1828,756,528,602,3126,1783,751,522,104,303,45,5,6
2019-01-11,706,3429,1828,756,528,605,3125,1788,749,520,101,304,40,7,8
2019-01-12,706,3429,1828,756,528,680,3124,1781,747,521,26,305,47,9,7
2019-01-13,706,3429,1828,756,528,683,3125,1767,748,517,23,304,61,8,11
2019-01-14,706,3429,1826,756,528,600,3108,1781,748,520,106,321,45,8,8
2019-01-15,706,3429,1826,756,528,604,3098,1780,746,518,102,331,46,10,10
2019-01-16,706,3429,1826,756,528,605,3091,1778,751,519,101,338,48,5,9
2019-01-17,706,3429,1826,756,528,606,3118,1789,747,520,100,311,37,9,8
2019-01-18,712,3429,1824,756,528,610,3134,1769,748,521,102,295,55,8,7
2019-01-19,718,3429,1824,756,528,688,3135,1787,749,520,30,294,37,7,8
